"Asset-ID";"Gerätename";"Name";"DisplayName";"Version";"Hersteller";"Quelle";"Pakettyp";"PaketId";"InstallDatum";"Installationsort";"Architektur";"BenutzerKontext";"Publisher";"InstallDate";"InstallLocation";"Source";"Sources";"Scope";"Architecture";"UserSID";"PackageType";"DetectionConfidence";"RawSourceKey";"RawPath";"RawNames";"RawEntryCount";"ScanStatus";"ScanMode";"UpdateStatus";"UpdateAvailable";"InstalledVersion";"LatestVersion";"UpdateSource";"UpdateRaw";"UpdateCheckedAt"
"AS-0004";"GOLDENZOPF";"Adobe Refresh Manager";"Adobe Refresh Manager";"1.8.0";"Adobe Systems Incorporated";"RegistryHKLM32";"Registry";"{AC76BA86-0804-1033-1959-018244601149}";"20260216";"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\";"x86";"Machine";"Adobe Systems Incorporated";"20260216";"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{AC76BA86-0804-1033-1959-018244601149}";"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\";"Adobe Refresh Manager";"1";"OK";"ADMIN";"NotChecked";"False";"1.8.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AdobeAcrobatDCCoreApp";"AdobeAcrobatDCCoreApp";"26.1.0.0";"CN=Adobe Inc., OU=Adobe Inc., O=Adobe Inc., L=San Jose, S=ca, C=US, SERIALNUMBER=2748129, OID.2.5.4.15=Private Organization, OID.1.3.6.1.4.1.311.60.2.1.2=Delaware, OID.1.3.6.1.4.1.311.60.2.1.3=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"AdobeAcrobatDCCoreApp_26.1.0.0_x64__pc75e8sa7ep4e";"";"C:\Program Files\WindowsApps\AdobeAcrobatDCCoreApp_26.1.0.0_x64__pc75e8sa7ep4e";"X64";"User";"CN=Adobe Inc., OU=Adobe Inc., O=Adobe Inc., L=San Jose, S=ca, C=US, SERIALNUMBER=2748129, OID.2.5.4.15=Private Organization, OID.1.3.6.1.4.1.311.60.2.1.2=Delaware, OID.1.3.6.1.4.1.311.60.2.1.3=US";"";"C:\Program Files\WindowsApps\AdobeAcrobatDCCoreApp_26.1.0.0_x64__pc75e8sa7ep4e";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"AdobeAcrobatDCCoreApp_pc75e8sa7ep4e";"C:\Program Files\WindowsApps\AdobeAcrobatDCCoreApp_26.1.0.0_x64__pc75e8sa7ep4e";"AdobeAcrobatDCCoreApp";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"26.1.0.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AdobeNotificationClient";"AdobeNotificationClient";"6.0.0.1";"CN=Adobe Inc., OU=AAM 256, O=Adobe Inc., L=San Jose, S=ca, C=US, SERIALNUMBER=2748129, OID.2.5.4.15=Private Organization, OID.1.3.6.1.4.1.311.60.2.1.2=Delaware, OID.1.3.6.1.4.1.311.60.2.1.3=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"AdobeNotificationClient_6.0.0.1_x86__enpm4xejd91yc";"";"C:\Program Files\WindowsApps\AdobeNotificationClient_6.0.0.1_x86__enpm4xejd91yc";"X86";"User";"CN=Adobe Inc., OU=AAM 256, O=Adobe Inc., L=San Jose, S=ca, C=US, SERIALNUMBER=2748129, OID.2.5.4.15=Private Organization, OID.1.3.6.1.4.1.311.60.2.1.2=Delaware, OID.1.3.6.1.4.1.311.60.2.1.3=US";"";"C:\Program Files\WindowsApps\AdobeNotificationClient_6.0.0.1_x86__enpm4xejd91yc";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X86";"";"Appx/MSIX";"High";"AdobeNotificationClient_enpm4xejd91yc";"C:\Program Files\WindowsApps\AdobeNotificationClient_6.0.0.1_x86__enpm4xejd91yc";"AdobeNotificationClient";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"6.0.0.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"AdobeUpdateService";"AdobeUpdateService";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"""C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ElevationManager\AdobeUpdateService.exe""";"AdobeUpdateService";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Agent Activation Runtime_112c35";"Agent Activation Runtime_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p";"Agent Activation Runtime_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Aggregierter Datenplattformdienst";"Aggregierter Datenplattformdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p";"Aggregierter Datenplattformdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"aimgr";"aimgr";"0.20.47.0";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"aimgr_0.20.47.0_x64__8wekyb3d8bbwe";"";"C:\Program Files\WindowsApps\aimgr_0.20.47.0_x64__8wekyb3d8bbwe";"X64";"User";"CN=Microsoft Corporation, O=Microsoft Corporation, L=Redmond, S=Washington, C=US";"";"C:\Program Files\WindowsApps\aimgr_0.20.47.0_x64__8wekyb3d8bbwe";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"aimgr_8wekyb3d8bbwe";"C:\Program Files\WindowsApps\aimgr_0.20.47.0_x64__8wekyb3d8bbwe";"aimgr";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"0.20.47.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Allgemeine Runtime Files (x86)";"Allgemeine Runtime Files (x86)";"1.0.5.1";"Sereby Corporation";"RegistryHKLM64, Winget";"Registry, Winget";"{1F6D1DB5-82B5-41A4-85A2-0A382C142A35}_is1";"20250107";"";"x64";"Machine";"Sereby Corporation";"20250107";"";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{1F6D1DB5-82B5-41A4-85A2-0A382C142A35}_is1";"";"Allgemeine Runtime Files (x86)";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.0.5.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anmelde-Assistent für Microsoft-Konten";"Anmelde-Assistent für Microsoft-Konten";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Anmelde-Assistent für Microsoft-Konten";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anmeldedienst";"Anmeldedienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\lsass.exe";"Anmeldedienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anmeldeinformationsverwaltung";"Anmeldeinformationsverwaltung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\lsass.exe";"Anmeldeinformationsverwaltung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anschlussumleitung für Remotedesktopdienst im Benutzermodus";"Anschlussumleitung für Remotedesktopdienst im Benutzermodus";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p";"Anschlussumleitung für Remotedesktopdienst im Benutzermodus";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anwendungsidentität";"Anwendungsidentität";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p";"Anwendungsidentität";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anwendungsinformationen";"Anwendungsinformationen";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Anwendungsinformationen";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anwendungsverwaltung";"Anwendungsverwaltung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Anwendungsverwaltung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AnyToISO";"AnyToISO";"3.9.7";"CrystalIDEA Software";"RegistryHKLM32, Winget";"Registry, Winget";"AnyToISO_is1";"20260107";"C:\Program Files (x86)\AnyToISO\";"x86";"Machine";"CrystalIDEA Software";"20260107";"C:\Program Files (x86)\AnyToISO\";"RegistryHKLM32";"RegistryHKLM32, Winget";"Machine";"x86";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\AnyToISO_is1";"C:\Program Files (x86)\AnyToISO\";"AnyToISO";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"3.9.7";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anzeigerichtliniendienst";"Anzeigerichtliniendienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalService -p";"Anzeigerichtliniendienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Anzeigeverbesserungsdienst";"Anzeigeverbesserungsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Anzeigeverbesserungsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AOMEI Backupper";"AOMEI Backupper";"8.3.0";"AOMEI International Network Limited.";"RegistryHKLM32, Winget";"Registry, Winget";"{A83692F5-3E9B-4E95-9E7E-B5DF5536CE9D}_is1";"20260508";"C:\Program Files (x86)\AOMEI\";"x86";"Machine";"AOMEI International Network Limited.";"20260508";"C:\Program Files (x86)\AOMEI\";"RegistryHKLM32";"RegistryHKLM32, Winget";"Machine";"x86";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{A83692F5-3E9B-4E95-9E7E-B5DF5536CE9D}_is1";"C:\Program Files (x86)\AOMEI\";"AOMEI Backupper";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"8.3.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AOMEI Backupper Scheduler Service";"AOMEI Backupper Scheduler Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"""C:\Program Files (x86)\AOMEI\ABService.exe""";"AOMEI Backupper Scheduler Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"App-Installer";"App-Installer";"1.28.240.0";"";"Winget";"Winget";"Microsoft.AppInstaller";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"App-Installer";"1";"OK";"ADMIN";"NotChecked";"False";"1.28.240.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AppLogLibSetup";"AppLogLibSetup";"1.0.3.0";"Brother Industries Ltd.";"RegistryHKLM32";"Registry";"{52FB0C8F-DF05-4C61-AEB6-18C55F8C385F}";"20250107";"";"x86";"Machine";"Brother Industries Ltd.";"20250107";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{52FB0C8F-DF05-4C61-AEB6-18C55F8C385F}";"";"AppLogLibSetup";"1";"OK";"ADMIN";"NotChecked";"False";"1.0.3.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Appman Auto Sequencer";"Appman Auto Sequencer";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{8F3C758F-4251-FBF2-C0DC-A3D6530FA966}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{8F3C758F-4251-FBF2-C0DC-A3D6530FA966}";"";"Appman Auto Sequencer";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Appman Sequencer on amd64";"Appman Sequencer on amd64";"10.1.28000.1";"Microsoft";"RegistryHKLM64";"Registry";"{BCBE4F1F-7F40-C8F7-AF60-7EDC73727C04}";"20260508";"";"x64";"Machine";"Microsoft";"20260508";"";"RegistryHKLM64";"RegistryHKLM64";"Machine";"x64";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{BCBE4F1F-7F40-C8F7-AF60-7EDC73727C04}";"";"Appman Sequencer on amd64";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"AppUp.IntelGraphicsExperience";"IntelGraphicsExperience";"1.100.5688.0";"CN=EB51A5DA-0E72-4863-82E4-EA21C1F8DFE3";"AppxAllUsers, AppxCurrentUser";"Appx/MSIX";"AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt";"";"C:\Program Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt";"X64";"User";"CN=EB51A5DA-0E72-4863-82E4-EA21C1F8DFE3";"";"C:\Program Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt";"AppxCurrentUser";"AppxAllUsers, AppxCurrentUser";"User";"X64";"";"Appx/MSIX";"High";"AppUp.IntelGraphicsExperience_8j3eq9eme6ctt";"C:\Program Files\WindowsApps\AppUp.IntelGraphicsExperience_1.100.5688.0_x64__8j3eq9eme6ctt";"AppUp.IntelGraphicsExperience";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"1.100.5688.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"App-Vorbereitung";"App-Vorbereitung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k AppReadiness -p";"App-Vorbereitung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AppX-Bereitstellungsdienst (AppXSVC)";"AppX-Bereitstellungsdienst (AppXSVC)";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k wsappx -p";"AppX-Bereitstellungsdienst (AppXSVC)";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Arbeitsordner";"Arbeitsordner";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalService -p";"Arbeitsordner";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Arbeitsstationsdienst";"Arbeitsstationsdienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k NetworkService -p";"Arbeitsstationsdienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AssignedAccessManager-Dienst";"AssignedAccessManager-Dienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k AssignedAccessManagerSvc";"AssignedAccessManager-Dienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Aufgabenplanung";"Aufgabenplanung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Aufgabenplanung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AusweisApp";"AusweisApp";"2.5.1";"Governikus GmbH & Co. KG";"RegistryHKLM64, Winget";"Registry, Winget";"{2155D374-DE04-464A-B742-57F9F3AD4517}";"20260508";"";"x64";"Machine";"Governikus GmbH & Co. KG";"20260508";"";"RegistryHKLM64";"RegistryHKLM64, Winget";"Machine";"x64";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Uninstall\{2155D374-DE04-464A-B742-57F9F3AD4517}";"";"AusweisApp";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"2.5.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"AutoIt v3.3.18.0";"AutoIt v3.3.18.0";"3.3.18.0";"AutoIt Team";"RegistryHKLM32, Winget";"Registry, Winget";"AutoItv3";"";"";"x86";"Machine";"AutoIt Team";"";"";"RegistryHKLM32";"RegistryHKLM32, Winget";"Machine";"x86";"";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\AutoItv3";"";"AutoIt v3.3.18.0";"2";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"3.3.18.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"Autom. Setup von Geräten, die mit dem Netzwerk verbunden sind";"Autom. Setup von Geräten, die mit dem Netzwerk verbunden sind";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p";"Autom. Setup von Geräten, die mit dem Netzwerk verbunden sind";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Automatische Konfiguration (verkabelt)";"Automatische Konfiguration (verkabelt)";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Automatische Konfiguration (verkabelt)";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Automatische WLAN-Konfiguration";"Automatische WLAN-Konfiguration";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p";"Automatische WLAN-Konfiguration";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Automatische Zeitzonenaktualisierung";"Automatische Zeitzonenaktualisierung";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalService -p";"Automatische Zeitzonenaktualisierung";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"AV1 Video Extension";"AV1 Video Extension";"2.0.7.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"AV1 Video Extension";"1";"OK";"ADMIN";"NotChecked";"False";"2.0.7.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AVC Encoder-Videoerweiterung";"AVC Encoder-Videoerweiterung";"1.1.23.0";"";"Winget";"Winget";"";"";"";"Unknown";"Machine/User";"";"";"";"Winget";"Winget";"Machine/User";"Unknown";"";"Winget";"Medium";"";"";"AVC Encoder-Videoerweiterung";"1";"OK";"ADMIN";"NotChecked";"False";"1.1.23.0";"";"";"";""
"AS-0004";"GOLDENZOPF";"AVCTP-Dienst";"AVCTP-Dienst";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalServiceRedirectionGuard -p";"AVCTP-Dienst";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Background Intelligent Transfer Service";"Background Intelligent Transfer Service";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k netsvcs -p";"Background Intelligent Transfer Service";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"balenaEtcher";"balenaEtcher";"2.1.5";"Balena Ltd. <hello@balena.io>";"HKEY_USERS_S-1-5-21-249185774-916460735-2278688059-1000, RegistryHKCU, Winget";"Registry, Winget";"balena_etcher";"20260508";"C:\Users\admin\AppData\Local\balena_etcher";"Unknown";"User";"Balena Ltd. <hello@balena.io>";"20260508";"C:\Users\admin\AppData\Local\balena_etcher";"RegistryHKCU";"HKEY_USERS_S-1-5-21-249185774-916460735-2278688059-1000, RegistryHKCU, Winget";"User";"Unknown";"S-1-5-21-249185774-916460735-2278688059-1000";"Registry, Winget";"High";"Microsoft.PowerShell.Core\Registry::HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Uninstall\balena_etcher";"C:\Users\admin\AppData\Local\balena_etcher";"balenaEtcher";"3";"OK_COMPACTED";"ADMIN";"NotChecked";"False";"2.1.5";"";"";"";""
"AS-0004";"GOLDENZOPF";"Basisfiltermodul";"Basisfiltermodul";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p";"Basisfiltermodul";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"BCD and Boot";"BCD and Boot";"10.1.28000.1";"Microsoft";"RegistryHKLM32";"Registry";"{E5D99374-E8C2-155F-7806-D967CE096401}";"20260508";"";"x86";"Machine";"Microsoft";"20260508";"";"RegistryHKLM32";"RegistryHKLM32";"Machine";"x86";"";"Registry";"High";"Microsoft.PowerShell.Core\Registry::HKEY_LOCAL_MACHINE\Software\WOW6432Node\Microsoft\Windows\CurrentVersion\Uninstall\{E5D99374-E8C2-155F-7806-D967CE096401}";"";"BCD and Boot";"1";"OK";"ADMIN";"NotChecked";"False";"10.1.28000.1";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benachrichtigungsdienst für Systemereignisse";"Benachrichtigungsdienst für Systemereignisse";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcsRedirectionGuard -p";"Benachrichtigungsdienst für Systemereignisse";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzerdatenspeicher _112c35";"Benutzerdatenspeicher _112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup";"Benutzerdatenspeicher _112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzerdatenzugriff_112c35";"Benutzerdatenzugriff_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup";"Benutzerdatenzugriff_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzerdienst für die Plattform für verbundene Geräte_112c35";"Benutzerdienst für die Plattform für verbundene Geräte_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup";"Benutzerdienst für die Plattform für verbundene Geräte_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzerdienst für GameDVR und Übertragungen_112c35";"Benutzerdienst für GameDVR und Übertragungen_112c35";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k BcastDVRUserService";"Benutzerdienst für GameDVR und Übertragungen_112c35";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzererfahrungen und Telemetrie im verbundenen Modus";"Benutzererfahrungen und Telemetrie im verbundenen Modus";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\System32\svchost.exe -k utcsvc -p";"Benutzererfahrungen und Telemetrie im verbundenen Modus";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
"AS-0004";"GOLDENZOPF";"Benutzer-Manager";"Benutzer-Manager";"";"";"Services";"Service";"";"";"";"Unknown";"System";"";"";"";"Services";"Services";"System";"Unknown";"";"Service";"Low";"";"C:\WINDOWS\system32\svchost.exe -k netsvcs -p";"Benutzer-Manager";"1";"OK";"ADMIN";"NotChecked";"False";"";"";"";"";""
